_,USPS,ST,NAME,ZCTA5,LAT,LON
230,,ACT,ANU,200,-35.2777,149.119
21820,,ACT,Australian National University,200,-35.2777,149.1189
232,Northern Territory,NT,DARWIN,800,-12.458684,130.83668
24049,Northern Territory,NT,DARWIN CITY,800,-12.458684,130.83668
233,,NT,DARWIN,801,-12.458684,130.83668
24055,,NT,WAGAIT BEACH,803,0,0
234,,NT,PARAP,804,-12.428017,130.873315
235,Northern Territory,NT,ALAWA,810,-12.381806,130.866242
236,Northern Territory,NT,BRINKIN,810,-12.381806,130.866242
237,Northern Territory,NT,CASUARINA,810,-12.381806,130.866242
19972,Northern Territory,NT,COCONUT GROVE,810,-12.39614166,130.8502369
239,Northern Territory,NT,JINGILI,810,-12.381806,130.866242
240,Northern Territory,NT,LEE POINT,810,-12.381806,130.866242
19973,Northern Territory,NT,LYONS,810,-12.35911956,130.8885151
241,Northern Territory,NT,MILLNER,810,-12.381806,130.866242
242,Northern Territory,NT,MOIL,810,-12.381806,130.866242
19974,Northern Territory,NT,MUIRHEAD,810,-12.35811947,130.8959029
243,Northern Territory,NT,NAKARA,810,-12.381806,130.866242
244,Northern Territory,NT,NIGHTCLIFF,810,-12.381806,130.866242
245,Northern Territory,NT,RAPID CREEK,810,-12.381806,130.866242
246,Northern Territory,NT,TIWI,810,-12.381806,130.866242
247,Northern Territory,NT,WAGAMAN,810,-12.381806,130.866242
248,Northern Territory,NT,WANGURI,810,-12.381806,130.866242
249,,NT,CASUARINA,811,-12.381806,130.866242
19975,Northern Territory,NT,ANULA,812,-12.39124885,130.89047
19976,Northern Territory,NT,BUFFALO CREEK,812,-12.34638634,130.9209831
19977,Northern Territory,NT,HOLMES,812,-12.38479951,130.9268602
251,Northern Territory,NT,KARAMA,812,-12.404778,130.916098
252,Northern Territory,NT,LEANYER,812,-12.404778,130.916098
253,Northern Territory,NT,MALAK,812,-12.404778,130.916098
254,Northern Territory,NT,MARRARA,812,-12.404778,130.916098
255,Northern Territory,NT,NORTHLAKES,812,-12.404778,130.916098
256,Northern Territory,NT,SANDERSON,812,-12.404778,130.916098
257,Northern Territory,NT,WOODLEIGH GARDENS,812,-12.404778,130.916098
258,Northern Territory,NT,WULAGI,812,-12.404778,130.916098
24056,,NT,KARAMA,813,-12.404778,130.916098
259,,NT,SANDERSON,813,-12.404778,130.916098
260,,NT,NIGHTCLIFF,814,-12.381806,130.866242
261,Northern Territory,NT,CHARLES DARWIN UNIVERSITY,815,-12.3718,130.869
262,Northern Territory,NT,BAGOT,820,-12.428017,130.873315
263,Northern Territory,NT,BAYVIEW,820,-12.428017,130.873315
264,Northern Territory,NT,CHARLES DARWIN,820,-12.428017,130.873315
265,Northern Territory,NT,COONAWARRA,820,-12.428017,130.873315
266,Northern Territory,NT,CULLEN BAY,820,-12.428017,130.873315
19978,Northern Territory,NT,DARWIN DC,820,-12.4255956,130.8664593
268,Northern Territory,NT,DARWIN INTERNATIONAL AIRPORT,820,-12.428017,130.873315
269,Northern Territory,NT,DARWIN MC,820,-12.428017,130.873315
270,Northern Territory,NT,EAST POINT,820,-12.428017,130.873315
19979,Northern Territory,NT,EATON,820,-12.4123871,130.880692
271,Northern Territory,NT,FANNIE BAY,820,-12.428017,130.873315
272,Northern Territory,NT,LARRAKEYAH,820,-12.428017,130.873315
273,Northern Territory,NT,LUDMILLA,820,-12.428017,130.873315
274,Northern Territory,NT,PARAP,820,-12.428017,130.873315
275,Northern Territory,NT,RAAF BASE DARWIN,820,-12.428017,130.873315
276,Northern Territory,NT,STUART PARK,820,-12.428017,130.873315
277,Northern Territory,NT,THE GARDENS,820,-12.428017,130.873315
278,Northern Territory,NT,THE NARROWS,820,-12.428017,130.873315
279,Northern Territory,NT,WINNELLIE,820,-12.428017,130.873315
280,Northern Territory,NT,WOOLNER,820,-12.428017,130.873315
281,,NT,WINNELLIE,821,-13.643283,136.947051
282,Northern Territory,NT,ACACIA HILLS,822,-11.75841975,130.6254299
19980,Northern Territory,NT,ANGURUGU,822,-11.75841975,130.6254299
19981,Northern Territory,NT,ANINDILYAKWA,822,-11.75841975,130.6254299
19982,Northern Territory,NT,ANNIE RIVER,822,-11.75841975,130.6254299
19983,Northern Territory,NT,BATHURST ISLAND,822,-11.75841975,130.6254299
286,Northern Territory,NT,BEES CREEK,822,-11.75841975,130.6254299
19984,Northern Territory,NT,BELYUEN,822,-11.75841975,130.6254299
19985,Northern Territory,NT,BLACK JUNGLE,822,-11.75841975,130.6254299
19986,Northern Territory,NT,BLACKMORE,822,-11.75841975,130.6254299
287,Northern Territory,NT,BORDER STORE,822,-11.75841975,130.6254299
19987,Northern Territory,NT,BURRUNDIE,822,-11.75841975,130.6254299
19988,Northern Territory,NT,BYNOE,822,-11.75841975,130.6254299
19989,Northern Territory,NT,BYNOE HARBOUR,822,-11.75841975,130.6254299
19990,Northern Territory,NT,CAMP CREEK,822,-11.75841975,130.6254299
19991,Northern Territory,NT,CHANNEL ISLAND,822,-11.75841975,130.6254299
19992,Northern Territory,NT,CHARLES DARWIN,822,-11.75841975,130.6254299
19993,Northern Territory,NT,CHARLOTTE,822,-11.75841975,130.6254299
19994,Northern Territory,NT,CLARAVALE,822,-11.75841975,130.6254299
19995,Northern Territory,NT,COBOURG,822,-11.75841975,130.6254299
19996,Northern Territory,NT,COLLETT CREEK,822,-11.75841975,130.6254299
19997,Northern Territory,NT,COOMALIE CREEK,822,-11.75841975,130.6254299
288,Northern Territory,NT,COX PENINSULA,822,-11.75841975,130.6254299
289,Northern Territory,NT,CROKER ISLAND,822,-11.75841975,130.6254299
24057,,NT,DALY,822,-11.75841975,130.6254299
290,Northern Territory,NT,DALY RIVER,822,-11.75841975,130.6254299
291,Northern Territory,NT,DARWIN MC,822,-11.75841975,130.6254299
19998,Northern Territory,NT,DARWIN RIVER DAM,822,-11.75841975,130.6254299
19999,Northern Territory,NT,DELISSAVILLE,822,-11.75841975,130.6254299
20000,Northern Territory,NT,DOUGLAS-DALY,822,-11.75841975,130.6254299
20001,Northern Territory,NT,EAST ARM,822,-11.75841975,130.6254299
20002,Northern Territory,NT,EAST ARNHEM,822,-11.75841975,130.6254299
20003,Northern Territory,NT,ELRUNDIE,822,-11.75841975,130.6254299
20004,Northern Territory,NT,EVA VALLEY,822,-11.75841975,130.6254299
20005,Northern Territory,NT,FINNISS VALLEY,822,-11.75841975,130.6254299
23937,Northern Territory,NT,FLEMING,822,-11.75841975,130.6254299
20006,Northern Territory,NT,FLY CREEK,822,-11.75841975,130.6254299
20007,Northern Territory,NT,FREDS PASS,822,-11.75841975,130.6254299
20008,Northern Territory,NT,GALIWINKU,822,-11.75841975,130.6254299
20009,Northern Territory,NT,GLYDE POINT,822,-11.75841975,130.6254299
295,Northern Territory,NT,GOULBOURN ISLAND,822,-11.75841975,130.6254299
20010,Northern Territory,NT,GOULBURN ISLAND,822,-11.75841975,130.6254299
20011,Northern Territory,NT,GUNBALANYA,822,-11.75841975,130.6254299
296,Northern Territory,NT,GUNN POINT,822,-11.75841975,130.6254299
297,Northern Territory,NT,HAYES CREEK,822,-11.75841975,130.6254299
20012,Northern Territory,NT,HIDDEN VALLEY,822,-11.75841975,130.6254299
20013,Northern Territory,NT,HOTHAM,822,-11.75841975,130.6254299
20014,Northern Territory,NT,HUGHES,822,-11.75841975,130.6254299
20015,Northern Territory,NT,KAKADU,822,-11.75841975,130.6254299
20016,Northern Territory,NT,KOOLPINYAH,822,-11.75841975,130.6254299
20017,Northern Territory,NT,LAKE BENNETT,822,-11.75841975,130.6254299
299,Northern Territory,NT,LAMBELLS LAGOON,822,-11.75841975,130.6254299
20018,Northern Territory,NT,LITCHFIELD PARK,822,-11.75841975,130.6254299
300,Northern Territory,NT,LIVINGSTONE,822,-11.75841975,130.6254299
20019,Northern Territory,NT,LLOYD CREEK,822,-11.75841975,130.6254299
20020,Northern Territory,NT,MANDORAH,822,-11.75841975,130.6254299
301,Northern Territory,NT,MANINGRIDA,822,-11.75841975,130.6254299
24058,,NT,MAPURU,822,-11.75841975,130.6254299
20021,Northern Territory,NT,MARANUNGA,822,-11.75841975,130.6254299
20022,Northern Territory,NT,MARGARET RIVER,822,-11.75841975,130.6254299
24059,,NT,MARRAKAI,822,-11.75841975,130.6254299
302,Northern Territory,NT,MCMINNS LAGOON,822,-11.75841975,130.6254299
20023,Northern Territory,NT,MICKETT CREEK,822,-11.75841975,130.6254299
303,Northern Territory,NT,MIDDLE POINT,822,-11.75841975,130.6254299
24060,,NT,MILIKAPITI,822,-11.75841975,130.6254299
20024,Northern Territory,NT,MILINGIMBI,822,-11.75841975,130.6254299
305,Northern Territory,NT,MILLWOOD,822,-11.75841975,130.6254299
20025,Northern Territory,NT,MILYAKBURRA,822,-11.75841975,130.6254299
20026,Northern Territory,NT,MINJILANG,822,-11.75841975,130.6254299
20027,Northern Territory,NT,MOUNT BUNDEY,822,-11.75841975,130.6254299
20028,Northern Territory,NT,MURRUMUJUK,822,-11.75841975,130.6254299
20029,Northern Territory,NT,NAUIYU,822,-11.75841975,130.6254299
20030,Northern Territory,NT,NEMARLUK,822,-11.75841975,130.6254299
20031,Northern Territory,NT,NGANMARRIYANGA,822,-11.75841975,130.6254299
307,Northern Territory,NT,NGUIU,822,-11.75841975,130.6254299
20032,Northern Territory,NT,NUMBULWAR,822,-11.75841975,130.6254299
20033,Northern Territory,NT,NUMBURINDI,822,-11.75841975,130.6254299
308,Northern Territory,NT,OENPELLI,822,-11.75841975,130.6254299
20034,Northern Territory,NT,PEPPIMENARTI,822,-11.75841975,130.6254299
20035,Northern Territory,NT,PIRLANGIMPI,822,-11.75841975,130.6254299
309,Northern Territory,NT,POINT STEPHENS,822,-11.75841975,130.6254299
20036,Northern Territory,NT,POINT STUART,822,-11.75841975,130.6254299
310,Northern Territory,NT,PULARUMPI,822,-11.75841975,130.6254299
311,Northern Territory,NT,PULUMPA,822,-11.75841975,130.6254299
20037,Northern Territory,NT,RAKULA,822,-11.75841975,130.6254299
20038,Northern Territory,NT,RAMINGINING,822,-11.75841975,130.6254299
20039,Northern Territory,NT,ROBIN FALLS,822,-11.75841975,130.6254299
20040,Northern Territory,NT,RUM JUNGLE,822,-11.75841975,130.6254299
20041,Northern Territory,NT,SANDPALMS ROADHOUSE,822,-11.75841975,130.6254299
313,Northern Territory,NT,SOUTHPORT,822,-11.75841975,130.6254299
20042,Northern Territory,NT,STAPLETON,822,-11.75841975,130.6254299
20043,Northern Territory,NT,THAMARRURR,822,-11.75841975,130.6254299
20044,Northern Territory,NT,TIPPERARY,822,-11.75841975,130.6254299
20045,Northern Territory,NT,TIVENDALE,822,-11.75841975,130.6254299
20046,Northern Territory,NT,TIWI ISLANDS,822,-11.75841975,130.6254299
20047,Northern Territory,NT,TORTILLA FLATS,822,-11.75841975,130.6254299
20048,Northern Territory,NT,TUMBLING WATERS,822,-11.75841975,130.6254299
315,Northern Territory,NT,UMBAKUMBA,822,-11.75841975,130.6254299
20049,Northern Territory,NT,VERNON ISLANDS,822,-11.75841975,130.6254299
316,Northern Territory,NT,VIRGINIA,822,-11.75841975,130.6254299
317,Northern Territory,NT,WADEYE,822,-11.75841975,130.6254299
318,Northern Territory,NT,WAGAIT BEACH,822,-11.75841975,130.6254299
20050,Northern Territory,NT,WAK WAK,822,-11.75841975,130.6254299
20051,Northern Territory,NT,WARRUWI,822,-11.75841975,130.6254299
319,Northern Territory,NT,WEDDELL,822,-11.75841975,130.6254299
20052,Northern Territory,NT,WEST ARNHEM,822,-11.75841975,130.6254299
20053,Northern Territory,NT,WICKHAM,822,-11.75841975,130.6254299
320,Northern Territory,NT,WINNELLIE,822,-11.75841975,130.6254299
20054,Northern Territory,NT,WISHART,822,-11.75841975,130.6254299
321,Northern Territory,NT,WOOLANING,822,-11.75841975,130.6254299
20055,Northern Territory,NT,WURRUMIYANGA,822,-11.75841975,130.6254299
322,Northern Territory,NT,BERRIMAH,828,-12.432024,130.932068
323,Northern Territory,NT,KNUCKEY LAGOON,828,-12.432024,130.932068
24048,Northern Territory,NT,HOLTZE,829,-12.45763297,130.9597671
20056,Northern Territory,NT,PINELANDS,829,-12.45763297,130.9597671
20057,Northern Territory,NT,ARCHER,830,-12.52139649,130.9580765
326,Northern Territory,NT,DRIVER,830,-12.475071,130.974879
327,Northern Territory,NT,DURACK,830,-12.475071,130.974879
328,Northern Territory,NT,FARRAR,830,-12.475071,130.974879
329,Northern Territory,NT,GRAY,830,-12.475071,130.974879
330,Northern Territory,NT,MARLOW LAGOON,830,-12.475071,130.974879
331,Northern Territory,NT,MOULDEN,830,-12.475071,130.974879
332,Northern Territory,NT,PALMERSTON,830,-12.475071,130.974879
333,Northern Territory,NT,SHOAL BAY,830,-12.475071,130.974879
334,Northern Territory,NT,WOODROFFE,830,-12.475071,130.974879
335,Northern Territory,NT,YARRAWONGA,830,-12.475071,130.974879
336,,NT,PALMERSTON,831,-12.475071,130.974879
20058,Northern Territory,NT,BAKEWELL,832,-12.49684676,130.9936551
20059,Northern Territory,NT,BELLAMACK,832,-12.51562954,130.9830307
339,Northern Territory,NT,GUNN,832,-12.502817,130.957712
20060,Northern Territory,NT,JOHNSTON,832,-12.49297483,131.0063506
340,Northern Territory,NT,MITCHELL,832,-12.502817,130.957712
341,Northern Territory,NT,ROSEBERY,832,-12.502817,130.957712
342,Northern Territory,NT,ROSEBERY HEIGHTS,832,-12.502817,130.957712
20061,Northern Territory,NT,ZUCCOLI,832,-12.51070433,131.0058233
20062,Northern Territory,NT,VIRGINIA,834,-12.54686461,131.0234875
21821,Northern Territory,NT,Coolalinga,835,-12.5231,131.0415
343,Northern Territory,NT,HOWARD SPRINGS,835,-12.452568,131.013741
344,Northern Territory,NT,VIRGINIA,835,-12.452568,131.013741
24061,,NT,GIRRAWEEN,836,-12.5255,131.0962
345,Northern Territory,NT,HERBERT,836,-12.557754,131.100668
20063,Northern Territory,NT,HUMPTY DOO,836,-12.58487247,131.1272564
347,Northern Territory,NT,MANTON,837,-12.704767,131.016647
20064,Northern Territory,NT,NOONAMAH,837,-12.64187171,131.094044
349,Northern Territory,NT,BERRY SPRINGS,838,-12.71878122,131.0067348
20065,Northern Territory,NT,COOLALINGA,839,-12.52001124,131.0402017
350,Northern Territory,NT,DUNDEE BEACH,840,-12.72451307,130.3529386
351,Northern Territory,NT,DUNDEE DOWNS,840,-12.76554875,130.5109414
352,Northern Territory,NT,DUNDEE FOREST,840,-12.71366907,130.4518371
353,Northern Territory,NT,DARWIN RIVER,841,-12.81922863,130.969862
354,Northern Territory,NT,BATCHELOR,845,-13.045118,131.038475
355,Northern Territory,NT,ADELAIDE RIVER,846,-13.210299,131.095002
356,Northern Territory,NT,PINE CREEK,847,-14.012122,131.759154
20066,Northern Territory,NT,COSSACK,850,-14.46369137,132.1721041
20067,Northern Territory,NT,EMUNGALAN,850,-14.4161067,132.2418315
357,Northern Territory,NT,KATHERINE,850,-14.195911,132.365352
20068,Northern Territory,NT,KATHERINE EAST,850,-14.46576308,132.2874375
20069,Northern Territory,NT,KATHERINE SOUTH,850,-14.48180579,132.2598385
20070,Northern Territory,NT,LANSDOWNE,850,-14.43162875,132.3888705
358,,NT,KATHERINE,851,-15.711424,137.050719
20071,Northern Territory,NT,ARNOLD,852,-16.4525888,130.8418661
20072,Northern Territory,NT,BAINES,852,-16.4525888,130.8418661
20073,Northern Territory,NT,BARUNGA,852,-16.4525888,130.8418661
360,Northern Territory,NT,BESWICK,852,-16.4525888,130.8418661
20074,Northern Territory,NT,BESWICK CREEK,852,-16.4525888,130.8418661
20075,Northern Territory,NT,BINJARI,852,-16.4525888,130.8418661
20076,Northern Territory,NT,BIRDUM,852,-16.4525888,130.8418661
20077,Northern Territory,NT,BRADSHAW,852,-16.4525888,130.8418661
20078,Northern Territory,NT,BUCHANAN,852,-16.4525888,130.8418661
20079,Northern Territory,NT,BULMAN WEEMOL,852,-16.4525888,130.8418661
20080,Northern Territory,NT,CRESWELL,852,-16.4525888,130.8418661
20081,Northern Territory,NT,DAGURAGU,852,-16.4525888,130.8418661
361,Northern Territory,NT,DALY WATERS,852,-16.4525888,130.8418661
20082,Northern Territory,NT,DELAMERE,852,-16.4525888,130.8418661
362,Northern Territory,NT,DUNMARRA,852,-16.4525888,130.8418661
20083,Northern Territory,NT,EDITH,852,-16.4525888,130.8418661
363,Northern Territory,NT,EDITH RIVER,852,-16.4525888,130.8418661
20084,Northern Territory,NT,ELSEY,852,-16.4525888,130.8418661
364,Northern Territory,NT,ELSEY STATION,852,-16.4525888,130.8418661
20085,Northern Territory,NT,FLORINA,852,-16.4525888,130.8418661
20086,Northern Territory,NT,FLYING FOX,852,-16.4525888,130.8418661
20087,Northern Territory,NT,GREGORY,852,-16.4525888,130.8418661
20088,Northern Territory,NT,GULUNG MARDRULK,852,-16.4525888,130.8418661
20089,Northern Territory,NT,GURINDJI,852,-16.4525888,130.8418661
22843,Northern Territory,NT,HELEN SPRINGS STATION,852,-16.4525888,130.8418661
20090,Northern Territory,NT,JILKMINGGAN,852,-16.4525888,130.8418661
20091,Northern Territory,NT,KALKARINDJI,852,-16.4525888,130.8418661
365,Northern Territory,NT,KALKARINGI,852,-16.4525888,130.8418661
366,Northern Territory,NT,KATHERINE,852,-16.4525888,130.8418661
367,Northern Territory,NT,LAJAMANU,852,-16.4525888,130.8418661
368,Northern Territory,NT,LARRIMAH,852,-16.4525888,130.8418661
20092,Northern Territory,NT,LIMMEN,852,-16.4525888,130.8418661
369,Northern Territory,NT,MANBULLOO,852,-16.4525888,130.8418661
20093,Northern Territory,NT,MARANBOY,852,-16.4525888,130.8418661
20094,Northern Territory,NT,MATARANKA,852,-16.4525888,130.8418661
20095,Northern Territory,NT,MCARTHUR,852,-16.4525888,130.8418661
20096,Northern Territory,NT,MINIYERI,852,-16.4525888,130.8418661
20097,Northern Territory,NT,NGUKURR,852,-16.4525888,130.8418661
20098,Northern Territory,NT,NITMILUK,852,-16.4525888,130.8418661
373,Northern Territory,NT,NUMBULWAR,852,-16.4525888,130.8418661
24062,,NT,NUTWOOD DOWNS,852,-16.4525888,130.8418661
20099,Northern Territory,NT,PELLEW ISLANDS,852,-16.4525888,130.8418661
20100,Northern Territory,NT,PIGEON HOLE,852,-16.4525888,130.8418661
20101,Northern Territory,NT,ROBINSON RIVER,852,-16.4525888,130.8418661
20102,Northern Territory,NT,STURT PLATEAU,852,-16.4525888,130.8418661
20103,Northern Territory,NT,TANAMI EAST,852,-16.4525888,130.8418661
20104,Northern Territory,NT,TIMBER CREEK,852,-16.4525888,130.8418661
20105,Northern Territory,NT,TOP SPRINGS,852,-16.4525888,130.8418661
20106,Northern Territory,NT,URALLA,852,-16.4525888,130.8418661
20107,Northern Territory,NT,VENN,852,-16.4525888,130.8418661
20108,Northern Territory,NT,VICTORIA RIVER,852,-16.4525888,130.8418661
375,Northern Territory,NT,VICTORIA RIVER DOWNS,852,-16.4525888,130.8418661
20109,Northern Territory,NT,WARUMUNGU,852,-16.4525888,130.8418661
376,Northern Territory,NT,WAVE HILL,852,-16.4525888,130.8418661
20110,Northern Territory,NT,WILTON,852,-16.4525888,130.8418661
20111,Northern Territory,NT,YARRALIN,852,-16.4525888,130.8418661
20112,Northern Territory,NT,TINDAL,853,-14.53113365,132.3791217
377,Northern Territory,NT,TINDAL RAAF,853,-14.558122,132.417121
378,Northern Territory,NT,BORROLOOLA,854,-16.503809,136.424191
20113,Northern Territory,NT,KING ASH BAY,854,-16.070754,136.3091159
380,Northern Territory,NT,TENNANT CREEK,860,-19.641301,134.173599
381,,NT,BRUNCHILLY,861,-18.874571,134.500504
382,,NT,TENNANT CREEK,861,-18.251528,134.463153
383,Northern Territory,NT,AVON DOWNS,862,-18.251528,134.463153
20114,Northern Territory,NT,CALVERT,862,-16.79698963,137.4667145
384,Northern Territory,NT,CRESSWELL DOWNS,862,-18.251528,134.463153
385,Northern Territory,NT,ELLIOTT,862,-18.251528,134.463153
386,Northern Territory,NT,HELEN SPRINGS,862,-18.251528,134.463153
387,Northern Territory,NT,MUCKATY STATION,862,-18.251528,134.463153
388,Northern Territory,NT,NEWCASTLE WATERS,862,-18.251528,134.463153
20115,Northern Territory,NT,NICHOLSON,862,-18.45128815,137.6072968
20116,Northern Territory,NT,PAMAYU,862,-17.60786065,134.055559
389,Northern Territory,NT,PHILLIP CREEK STATION,862,-18.251528,134.463153
390,Northern Territory,NT,RENNER SPRINGS,862,-18.251528,134.463153
20117,Northern Territory,NT,TABLELANDS,862,-18.92862068,135.5134605
391,Northern Territory,NT,TENNANT CREEK,862,-18.251528,134.463153
392,Northern Territory,NT,THREE WAYS,862,-18.251528,134.463153
393,Northern Territory,NT,WARREGO,862,-18.251528,134.463153
394,Northern Territory,NT,WOLLOGORANG STATION,862,-18.251528,134.463153
395,Northern Territory,NT,WYCLIFFE WELL,862,-18.251528,134.463153
396,Northern Territory,NT,ALICE SPRINGS,870,-23.702291,133.86314
20118,Northern Territory,NT,ARALUEN,870,-23.6967102,133.853957
20119,Northern Territory,NT,BRAITLING,870,-23.67527346,133.8633044
20120,Northern Territory,NT,CICCONE,870,-23.69234565,133.8678028
20121,Northern Territory,NT,DESERT SPRINGS,870,-23.71460854,133.8867138
20122,Northern Territory,NT,EAST SIDE,870,-23.69030677,133.8971833
20123,Northern Territory,NT,GILLEN,870,-23.71080361,133.8660005
20124,Northern Territory,NT,SADADEEN,870,-23.70326702,133.9010002
20125,Northern Territory,NT,STUART,870,-23.6730301,133.8823863
20126,Northern Territory,NT,THE GAP,870,-23.71393895,133.8740968
20127,Northern Territory,NT,WHITE GUMS,870,-23.75188561,133.7578528
397,,NT,ALICE SPRINGS,871,-21.949513,131.298809
398,Northern Territory,NT,AHERRENGE,872,-21.949513,131.298809
399,Northern Territory,NT,ALI CURUNG,872,-21.949513,131.298809
400,Northern Territory,NT,ALICE SPRINGS,872,-21.949513,131.298809
401,Northern Territory,NT,AMATA,872,-21.949513,131.298809
23884,Northern Territory,SA,AMATA,872,-26.12766197,131.1738799
402,Northern Territory,NT,AMOONGUNA,872,-21.949513,131.298809
20128,Northern Territory,NT,AMPILATWATJA,872,-21.949513,131.298809
20129,Northern Territory,NT,ANANGU PITJANTJATJARA YANKUNYTJATJARA,872,-21.949513,131.298809
20130,Northern Territory,NT,ANATYE,872,-21.949513,131.298809
20131,Northern Territory,NT,ANMATJERE,872,-21.949513,131.298809
403,Northern Territory,NT,ANTEWENEGERRDE,872,-21.949513,131.298809
404,Northern Territory,NT,AREYONGA,872,-21.949513,131.298809
20132,Northern Territory,NT,ATITJERE,872,-21.949513,131.298809
20133,Northern Territory,SA,AYERS RANGE SOUTH,872,-26.1906007,133.2680322
406,Northern Territory,NT,AYERS ROCK,872,-21.949513,131.298809
20134,Northern Territory,NT,BARROW CREEK,872,-21.949513,131.298809
20135,Northern Territory,NT,BURT PLAIN,872,-21.949513,131.298809
20136,Northern Territory,NT,CANTEEN CREEK,872,-21.949513,131.298809
20137,Northern Territory,NT,CHILLA WELL,872,-21.949513,131.298809
20138,Northern Territory,NT,COSTELLO,872,-21.949513,131.298809
20139,Northern Territory,NT,DAVENPORT,872,-21.949513,131.298809
20140,Northern Territory,SA,DE ROSE HILL,872,-26.5560969,133.3111959
409,Northern Territory,NT,DOCKER RIVER,872,-21.949513,131.298809
20141,Northern Territory,NT,ENGAWALA,872,-21.949513,131.298809
410,Northern Territory,NT,ERLDUNDA,872,-21.949513,131.298809
411,Northern Territory,SA,ERNABELLA,872,-21.949513,131.298809
22838,Northern Territory,SA,ERNABELLA (PUKATJA),872,-26.2796,132.134
412,Northern Territory,NT,FINKE,872,-21.949513,131.298809
413,Northern Territory,SA,FREGON,872,-21.949513,131.298809
20142,Northern Territory,NT,GHAN,872,-21.949513,131.298809
414,Northern Territory,WA,GIBSON DESERT NORTH,872,-21.949513,131.298809
20143,Northern Territory,WA,GIBSON DESERT SOUTH,872,-24.94725917,125.9841842
416,Northern Territory,NT,HAASTS BLUFF,872,-21.949513,131.298809
20144,Northern Territory,NT,HALE,872,-21.949513,131.298809
20145,Northern Territory,NT,HART,872,-21.949513,131.298809
20146,Northern Territory,NT,HART RANGE,872,-21.949513,131.298809
20147,Northern Territory,NT,HERMANNSBURG,872,-21.949513,131.298809
20148,Northern Territory,NT,HUGH,872,-21.949513,131.298809
418,Northern Territory,NT,IMAMPA,872,-21.949513,131.298809
20149,Northern Territory,NT,IMANPA,872,-21.949513,131.298809
419,Northern Territory,SA,INDULKANA,872,-21.949513,131.298809
22844,Northern Territory,SA,INDULKANA (IWANTJA),872,-26.9661,133.308
20150,Northern Territory,NT,ININTI STORE,872,-21.949513,131.298809
24063,,WA,IRRUNYTJU,872,-26.0621,128.9255
20151,Northern Territory,SA,IWANTJA,872,-26.97805135,133.3066861
420,Northern Territory,NT,JAY CREEK,872,-21.949513,131.298809
20152,Northern Territory,SA,KALKA,872,-26.11557751,129.1527543
20153,Northern Territory,SA,KALTJITI,872,-26.76713295,132.0298903
20154,Northern Territory,NT,KALTUKATJARA,872,-21.949513,131.298809
24064,,WA,KANPA,872,-26.5308,125.6165
20155,Northern Territory,SA,KANPI,872,-26.16295046,130.1149452
23966,Northern Territory,NT,KINGS CREEK STATION,872,-21.949513,131.298809
422,Northern Territory,NT,KINTORE,872,-21.949513,131.298809
20156,Northern Territory,WA,KIWIRRKURRA,872,-23.2807675,126.954107
20157,Northern Territory,NT,KULGERA,872,-21.949513,131.298809
20158,Northern Territory,NT,KUNPARRKA,872,-21.949513,131.298809
20159,Northern Territory,NT,LAKE MACKAY,872,-21.949513,131.298809
20160,Northern Territory,SA,LAMBINA,872,-26.98843007,134.0209294
20161,Northern Territory,NT,LARAMBA,872,-21.949513,131.298809
23973,Northern Territory,NT,MACDONNELL RANGE,872,-21.949513,131.298809
24065,,WA,MANTAMARU,872,-25.8447,127.6841
20162,Northern Territory,NT,MEREENIE,872,-21.949513,131.298809
20163,Northern Territory,SA,MIMILI,872,-27.02392513,132.7012923
20164,Northern Territory,NT,MOUNT LIEBIG,872,-21.949513,131.298809
20165,Northern Territory,NT,MOUNT ZEIL,872,-21.949513,131.298809
427,Northern Territory,NT,MULGA BORE,872,-21.949513,131.298809
20166,Northern Territory,SA,MURPUTJA,872,-26.1637425,130.1826917
428,Northern Territory,NT,MURPUTJA HOMELANDS,872,-21.949513,131.298809
20167,Northern Territory,NT,MUTITJULU,872,-21.949513,131.298809
20168,Northern Territory,NT,NAMATJIRA,872,-21.949513,131.298809
24066,,NT,NAPPERBY STATION,872,-21.949513,131.298809
20169,Northern Territory,WA,NGAANYATJARRA-GILES,872,-25.27073166,128.1150802
20170,Northern Territory,SA,NYAPARI,872,-26.18249261,130.2070878
20171,Northern Territory,NT,NYIRRIPI,872,-21.949513,131.298809
24067,,WA,PAPULANKUTJA,872,-25.9975,128.2805
20172,Northern Territory,NT,PAPUNYA,872,-21.949513,131.298809
20173,Northern Territory,WA,PATJARR,872,-23.4686864,131.6138326
20174,Northern Territory,NT,PETERMANN,872,-21.949513,131.298809
20175,Northern Territory,SA,PIPALYATJARA,872,-26.17046294,129.1456993
433,Northern Territory,NT,PITJANTJATJARA HOMELANDS,872,-21.949513,131.298809
20176,Northern Territory,SA,PUKATJA,872,-26.29118818,132.138154
20177,Northern Territory,NT,SANDOVER,872,-21.949513,131.298809
434,Northern Territory,NT,SANTA TERESA,872,-21.949513,131.298809
20178,Northern Territory,NT,SIMPSON,872,-21.949513,131.298809
20179,Northern Territory,NT,TANAMI,872,-21.949513,131.298809
20180,Northern Territory,NT,TARA,872,-21.949513,131.298809
24029,Northern Territory,NT,TELEGRAPH STATION,872,-21.949513,131.298809
435,Northern Territory,NT,THANGKENHARENGE,872,-21.949513,131.298809
