_,USPS,ST,NAME,ZCTA5,LAT,LON
24090,,NSW,BOLARO,2629,-35.9196,148.8527
22829,Murrumbidgee,NSW,BROKEN DAM,2629,-35.9551,148.502
3916,Murrumbidgee,NSW,CABRAMURRA,2629,-35.997349,148.769744
23945,Murrumbidgee,NSW,GOOANDRA,2629,-35.997349,148.769744
3917,Murrumbidgee,NSW,KIANDRA,2629,-35.997349,148.769744
22876,Murrumbidgee,NSW,LONG PLAIN,2629,-35.6618738,148.5805375
23993,Murrumbidgee,NSW,NUNGAR,2629,-35.997349,148.769744
3918,Murrumbidgee,NSW,OLD ADAMINABY,2629,-35.997349,148.769744
3919,Murrumbidgee,NSW,PROVIDENCE PORTAL,2629,-35.997349,148.769744
3920,Murrumbidgee,NSW,TANTANGARA,2629,-35.997349,148.769744
24031,Murrumbidgee,NSW,TOLBAR,2629,-35.997349,148.769744
3921,Murrumbidgee,NSW,YAOUK,2629,-35.997349,148.769744
3922,South Eastern NSW,NSW,ARABLE,2630,-36.177296,149.129166
3923,South Eastern NSW,NSW,BADJA,2630,-36.177296,149.129166
3924,South Eastern NSW,NSW,BILLILINGRA,2630,-36.177296,149.129166
3925,South Eastern NSW,NSW,BINJURA,2630,-36.177296,149.129166
3926,South Eastern NSW,NSW,BOBUNDARA,2630,-36.177296,149.129166
3928,South Eastern NSW,NSW,BUCKENDERRA,2630,-36.177296,149.129166
3929,South Eastern NSW,NSW,BUNGARBY,2630,-36.177296,149.129166
3930,South Eastern NSW,NSW,BUNYAN,2630,-36.177296,149.129166
3931,South Eastern NSW,NSW,CARLAMINDA,2630,-36.177296,149.129166
3932,South Eastern NSW,NSW,CHAKOLA,2630,-36.177296,149.129166
3933,South Eastern NSW,NSW,COOLRINGDON,2630,-36.177296,149.129166
3934,South Eastern NSW,NSW,COOMA,2630,-36.177296,149.129166
3935,South Eastern NSW,NSW,COOMA NORTH,2630,-36.177296,149.129166
3936,South Eastern NSW,NSW,COONERANG,2630,-36.177296,149.129166
3937,South Eastern NSW,NSW,COUNTEGANY,2630,-36.177296,149.129166
3938,South Eastern NSW,NSW,DAIRYMANS PLAINS,2630,-36.177296,149.129166
3939,South Eastern NSW,NSW,DANGELONG,2630,-36.177296,149.129166
3940,South Eastern NSW,NSW,DRY PLAIN,2630,-36.177296,149.129166
3941,South Eastern NSW,NSW,FRYING PAN,2630,-36.177296,149.129166
3942,South Eastern NSW,NSW,GLEN FERGUS,2630,-36.177296,149.129166
3943,South Eastern NSW,NSW,IRONMUNGY,2630,-36.177296,149.129166
3944,South Eastern NSW,NSW,JERANGLE,2630,-36.177296,149.129166
3945,South Eastern NSW,NSW,JIMENBUEN,2630,-36.177296,149.129166
3946,South Eastern NSW,NSW,LONG PLAIN,2630,-36.177296,149.129166
3947,South Eastern NSW,NSW,MAFFRA,2630,-36.177296,149.129166
3948,South Eastern NSW,NSW,MIDDLE FLAT,2630,-36.177296,149.129166
3949,South Eastern NSW,NSW,MIDDLINGBANK,2630,-36.177296,149.129166
3950,South Eastern NSW,NSW,MURRUMBUCCA,2630,-36.177296,149.129166
3951,South Eastern NSW,NSW,MYALLA,2630,-36.177296,149.129166
3952,South Eastern NSW,NSW,NIMMO,2630,-36.177296,149.129166
3953,South Eastern NSW,NSW,NUMERALLA,2630,-36.177296,149.129166
3954,South Eastern NSW,NSW,PEAK VIEW,2630,-36.177296,149.129166
3955,South Eastern NSW,NSW,PINE VALLEY,2630,-36.177296,149.129166
3956,South Eastern NSW,NSW,POLO FLAT,2630,-36.177296,149.129166
3957,South Eastern NSW,NSW,RHINE FALLS,2630,-36.177296,149.129166
3958,South Eastern NSW,NSW,ROCK FLAT,2630,-36.177296,149.129166
3959,South Eastern NSW,NSW,ROSE VALLEY,2630,-36.177296,149.129166
3960,South Eastern NSW,NSW,SHANNONS FLAT,2630,-36.177296,149.129166
20584,South Eastern NSW,NSW,SPRINGFIELD,2630,-36.53249186,149.1240028
3961,South Eastern NSW,NSW,THE BROTHERS,2630,-36.177296,149.129166
3962,South Eastern NSW,NSW,TUROSS,2630,-36.177296,149.129166
3963,South Eastern NSW,NSW,WAMBROOK,2630,-36.177296,149.129166
3964,South Eastern NSW,NSW,ANDO,2631,-36.529386,149.306729
3965,South Eastern NSW,NSW,BOCCI,2631,-36.529386,149.306729
20585,South Eastern NSW,NSW,BOCO,2631,-36.60719832,149.1558323
3966,South Eastern NSW,NSW,CREEWAH,2631,-36.529386,149.306729
3967,South Eastern NSW,NSW,GLEN ALLEN,2631,-36.529386,149.306729
3968,South Eastern NSW,NSW,GREENLANDS,2631,-36.529386,149.306729
3969,South Eastern NSW,NSW,HOLTS FLAT,2631,-36.529386,149.306729
3970,South Eastern NSW,NSW,JIMCUMBILLY,2631,-36.529386,149.306729
20586,South Eastern NSW,NSW,JINCUMBILLY,2631,-36.68592548,149.258075
3971,South Eastern NSW,NSW,KYBEYAN,2631,-36.529386,149.306729
3972,South Eastern NSW,NSW,MOUNT COOPER,2631,-36.529386,149.306729
3973,South Eastern NSW,NSW,NIMMITABEL,2631,-36.529386,149.306729
3974,South Eastern NSW,NSW,STEEPLE FLAT,2631,-36.529386,149.306729
3975,South Eastern NSW,NSW,WINIFRED,2631,-36.529386,149.306729
3976,South Eastern NSW,NSW,BIBBENLUKE,2632,-37.020122,149.220453
3977,South Eastern NSW,NSW,BOMBALA,2632,-37.020122,149.220453
3978,South Eastern NSW,NSW,BONDI FOREST,2632,-37.020122,149.220453
3979,South Eastern NSW,NSW,BUKALONG,2632,-37.020122,149.220453
3980,South Eastern NSW,NSW,CAMBALONG,2632,-37.020122,149.220453
3981,South Eastern NSW,NSW,CATHCART,2632,-37.020122,149.220453
3982,South Eastern NSW,NSW,COOLUMBOOKA,2632,-37.020122,149.220453
3983,South Eastern NSW,NSW,CRAIGIE,2632,-37.020122,149.220453
3984,South Eastern NSW,NSW,GUNNINGRAH,2632,-37.020122,149.220453
3985,South Eastern NSW,NSW,LORDS HILL,2632,-37.020122,149.220453
3986,South Eastern NSW,NSW,MERRIANGAAH,2632,-37.020122,149.220453
3987,South Eastern NSW,NSW,MILA,2632,-37.020122,149.220453
3988,South Eastern NSW,NSW,MOUNT DARRAGH,2632,-37.020122,149.220453
3989,South Eastern NSW,NSW,NUNGATTA,2632,-37.020122,149.220453
3990,South Eastern NSW,NSW,PADDYS FLAT,2632,-37.020122,149.220453
3991,South Eastern NSW,NSW,PALARANG,2632,-37.020122,149.220453
3992,South Eastern NSW,NSW,QUIDONG,2632,-37.020122,149.220453
3993,South Eastern NSW,NSW,ROCKTON,2632,-37.020122,149.220453
3994,South Eastern NSW,NSW,ROSEMEATH,2632,-37.020122,149.220453
3995,South Eastern NSW,NSW,CORROWONG,2633,-36.865206,148.701564
3996,South Eastern NSW,NSW,DELEGATE,2633,-36.865206,148.701564
3997,South Eastern NSW,NSW,TOMBONG,2633,-36.865206,148.701564
3998,Murray,NSW,ALBURY,2640,-36.016196,147.026549
3999,Murray,NSW,BUNGOWANNAH,2640,-36.016196,147.026549
4000,Murray,NSW,EAST ALBURY,2640,-36.016196,147.026549
4001,Murray,NSW,ETTAMOGAH,2640,-36.016196,147.026549
4002,Murray,NSW,GLENROY,2640,-36.016196,147.026549
4003,Murray,NSW,LAVINGTON DC,2640,-36.016196,147.026549
4004,Murray,NSW,MOORWATHA,2640,-36.016196,147.026549
4005,Murray,NSW,NORTH ALBURY,2640,-36.016196,147.026549
4006,Murray,NSW,OURNIE,2640,-36.016196,147.026549
4007,Murray,NSW,SOUTH ALBURY,2640,-36.016196,147.026549
4008,Murray,NSW,SPLITTERS CREEK,2640,-36.016196,147.026549
4009,Murray,NSW,TABLE TOP,2640,-36.016196,147.026549
4010,Murray,NSW,TALMALMO,2640,-36.016196,147.026549
4011,Murray,NSW,THURGOONA,2640,-36.016196,147.026549
4012,Murray,NSW,WEST ALBURY,2640,-36.016196,147.026549
4013,Murray,NSW,WIRLINGA,2640,-36.016196,147.026549
4014,Murray,NSW,WYMAH,2640,-36.016196,147.026549
4015,Murray,NSW,HAMILTON VALLEY,2641,-36.038655,146.930436
4016,Murray,NSW,LAVINGTON,2641,-36.038655,146.930436
24091,,NSW,LAVINGTON DC,2641,-36.038655,146.930436
4017,Murray,NSW,SPRINGDALE HEIGHTS,2641,-36.038655,146.930436
20587,Murrumbidgee,NSW,BIDGEEMIA,2642,-35.39437569,146.4617054
4018,Murrumbidgee,NSW,BROCKLESBY,2642,-36.044097,148.094043
4019,Murrumbidgee,NSW,BURRUMBUTTOCK,2642,-36.044097,148.094043
4020,Murrumbidgee,NSW,GEEHI,2642,-36.044097,148.094043
4021,Murrumbidgee,NSW,GEROGERY,2642,-36.044097,148.094043
20588,Murrumbidgee,NSW,GLENELLEN,2642,-35.884679,146.9037334
4022,Murrumbidgee,NSW,GREG GREG,2642,-36.044097,148.094043
4023,Murrumbidgee,NSW,INDI,2642,-36.044097,148.094043
4024,Murrumbidgee,NSW,JAGUMBA,2642,-36.044097,148.094043
4025,Murrumbidgee,NSW,JAGUNGAL WILDERNESS,2642,-36.044097,148.094043
4026,Murrumbidgee,NSW,JINDERA,2642,-36.044097,148.094043
4027,Murrumbidgee,NSW,JINGELLIC,2642,-36.044097,148.094043
4028,Murrumbidgee,NSW,KHANCOBAN,2642,-36.044097,148.094043
4029,Murrumbidgee,NSW,MURRAY GORGE,2642,-36.044097,148.094043
4030,Murrumbidgee,NSW,RAND,2642,-36.044097,148.094043
4031,Murrumbidgee,NSW,TOOMA,2642,-36.044097,148.094043
4032,Murrumbidgee,NSW,WALBUNDRIE,2642,-36.044097,148.094043
20589,Murrumbidgee,NSW,WELAREGANG,2642,-36.01137124,147.9646879
20590,Murrumbidgee,NSW,WRATHALL,2642,-35.36399542,146.8907143
4033,Murrumbidgee,NSW,YERONG CREEK,2642,-36.044097,148.094043
4034,Murrumbidgee,NSW,HOWLONG,2643,-35.936556,146.617535
4035,Murrumbidgee,NSW,BOWNA,2644,-35.773247,147.391271
4036,Murrumbidgee,NSW,COPPABELLA,2644,-35.773247,147.391271
4037,Murrumbidgee,NSW,HOLBROOK,2644,-35.773247,147.391271
4038,Murrumbidgee,NSW,LANKEYS CREEK,2644,-35.773247,147.391271
3755,Murrumbidgee,NSW,LITTLE BILLABONG,2644,-35.773247,147.391271
3756,Murrumbidgee,NSW,MOUNTAIN CREEK,2644,-35.773247,147.391271
3757,Murrumbidgee,NSW,MULLENGANDRA,2644,-35.773247,147.391271
3758,Murrumbidgee,NSW,WANTAGONG,2644,-35.773247,147.391271
3759,Murrumbidgee,NSW,WOOMARGAMA,2644,-35.773247,147.391271
20591,Murrumbidgee,NSW,YARARA,2644,-35.72015098,147.6488785
3760,Murrumbidgee,NSW,COONONG,2645,-35.333843,146.332431
20592,Murrumbidgee,NSW,CULLIVEL,2645,-35.25188138,146.4661362
3761,Murrumbidgee,NSW,URANA,2645,-35.333843,146.332431
3762,Murrumbidgee,NSW,YULUMA,2645,-35.333843,146.332431
3763,Murrumbidgee,NSW,BALLDALE,2646,-35.757569,146.324523
3764,Murrumbidgee,NSW,BULL PLAIN,2646,-35.757569,146.324523
3765,Murrumbidgee,NSW,BURAJA,2646,-35.757569,146.324523
3766,Murrumbidgee,NSW,COADS TANK,2646,-35.757569,146.324523
3767,Murrumbidgee,NSW,COLLENDINA,2646,-35.757569,146.324523
3768,Murrumbidgee,NSW,COREEN,2646,-35.757569,146.324523
3769,Murrumbidgee,NSW,COROWA,2646,-35.757569,146.324523
3770,Murrumbidgee,NSW,DAYSDALE,2646,-35.757569,146.324523
3771,Murrumbidgee,NSW,GOOMBARGANA,2646,-35.757569,146.324523
20593,Murrumbidgee,NSW,HOPEFIELD,2646,-35.91677256,146.4627814
3772,Murrumbidgee,NSW,LOWESDALE,2646,-35.757569,146.324523
3773,Murrumbidgee,NSW,MERTON VALE,2646,-35.757569,146.324523
20594,Murrumbidgee,NSW,NYORA,2646,-35.53527298,145.9759818
3774,Murrumbidgee,NSW,OAKLANDS,2646,-35.757569,146.324523
3775,Murrumbidgee,NSW,REDLANDS,2646,-35.757569,146.324523
3776,Murrumbidgee,NSW,RENNIE,2646,-35.757569,146.324523
3777,Murrumbidgee,NSW,RINGWOOD,2646,-35.757569,146.324523
20595,Murrumbidgee,NSW,SANGER,2646,-35.66888015,146.1393372
3778,Murrumbidgee,NSW,SAVERNAKE,2646,-35.757569,146.324523
3779,Murrumbidgee,NSW,MULWALA,2647,-35.905463,145.976131
20596,Western NSW,NSW,ANABRANCH NORTH,2648,-33.29624634,141.8018461
20597,Western NSW,NSW,ANABRANCH SOUTH,2648,-33.71600464,141.6901075
3780,Western NSW,NSW,BOEILL CREEK,2648,-33.466819,141.90794
3781,Western NSW,NSW,CAL LAL,2648,-33.466819,141.90794
3782,Western NSW,NSW,CURLWAA,2648,-33.466819,141.90794
20598,Western NSW,NSW,ELLERSLIE,2648,-33.82419252,142.0280067
20599,Western NSW,NSW,MOORARA,2648,-33.02877594,142.6530287
3783,Western NSW,NSW,MOURQUONG,2648,-33.466819,141.90794
3784,Western NSW,NSW,PALINYEWAH,2648,-33.466819,141.90794
20600,Western NSW,NSW,PAN BAN,2648,-33.05631458,143.2073097
20601,Western NSW,NSW,PARA,2648,-33.65296503,142.0926084
20602,Western NSW,NSW,PINE CAMP,2648,-33.67053259,141.2234086
3785,Western NSW,NSW,POMONA,2648,-33.466819,141.90794
3786,Western NSW,NSW,POONCARIE,2648,-33.466819,141.90794
20603,Western NSW,NSW,RUFUS,2648,-33.99434131,141.3399533
3787,Western NSW,NSW,RUFUS RIVER,2648,-33.466819,141.90794
20604,Western NSW,NSW,SCOTIA,2648,-33.27956077,141.3075309
3788,Western NSW,NSW,WENTWORTH,2648,-33.466819,141.90794
3789,Murrumbidgee,NSW,LAUREL HILL,2649,-35.608279,148.091211
3790,Murrumbidgee,NSW,NURENMERENMONG,2649,-35.608279,148.091211
3791,Murrumbidgee,NSW,ALFREDTOWN,2650,-35.07459,147.376202
3792,Murrumbidgee,NSW,ASHMONT,2650,-35.07459,147.376202
3793,Murrumbidgee,NSW,BELFRAYDEN,2650,-35.07459,147.376202
3794,Murrumbidgee,NSW,BERRY JERRY,2650,-35.07459,147.376202
3795,Murrumbidgee,NSW,BIG SPRINGS,2650,-35.07459,147.376202
3796,Murrumbidgee,NSW,BOMEN,2650,-35.07459,147.376202
3797,Murrumbidgee,NSW,BOOK BOOK,2650,-35.07459,147.376202
3798,Murrumbidgee,NSW,BOOROOMA,2650,-35.07459,147.376202
3799,Murrumbidgee,NSW,BORAMBOLA,2650,-35.07459,147.376202
3800,Murrumbidgee,NSW,BOURKELANDS,2650,-35.07459,147.376202
3801,Murrumbidgee,NSW,BRUCEDALE,2650,-35.07459,147.376202
3802,Murrumbidgee,NSW,BULGARY,2650,-35.07459,147.376202
3803,Murrumbidgee,NSW,BURRANDANA,2650,-35.07459,147.376202
3804,Murrumbidgee,NSW,CARABOST,2650,-35.07459,147.376202
3805,Murrumbidgee,NSW,CARTWRIGHTS HILL,2650,-35.07459,147.376202
3806,Murrumbidgee,NSW,COLLINGULLIE,2650,-35.07459,147.376202
3807,Murrumbidgee,NSW,COOKARDINIA,2650,-35.07459,147.376202
3808,Murrumbidgee,NSW,COURSING PARK,2650,-35.07459,147.376202
3809,Murrumbidgee,NSW,CURRAWANANNA,2650,-35.07459,147.376202
3810,Murrumbidgee,NSW,CURRAWARNA,2650,-35.07459,147.376202
20605,Murrumbidgee,NSW,DHULURA,2650,-35.01626243,147.2980075
3811,Murrumbidgee,NSW,DOWNSIDE,2650,-35.07459,147.376202
3812,Murrumbidgee,NSW,EAST WAGGA WAGGA,2650,-35.07459,147.376202
3813,Murrumbidgee,NSW,ESTELLA,2650,-35.07459,147.376202
3814,Murrumbidgee,NSW,EUBERTA,2650,-35.07459,147.376202
20606,Murrumbidgee,NSW,EUNANOREENYA,2650,-35.08301353,147.4701477
3815,Murrumbidgee,NSW,EUNONOREENYA,2650,-35.07459,147.376202
20607,Murrumbidgee,NSW,GALORE,2650,-34.98594374,146.8276727
3816,Murrumbidgee,NSW,GELSTON PARK,2650,-35.07459,147.376202
3817,Murrumbidgee,NSW,GLENFIELD PARK,2650,-35.07459,147.376202
3818,Murrumbidgee,NSW,GOBBAGOMBALIN,2650,-35.07459,147.376202
3819,Murrumbidgee,NSW,GREGADOO,2650,-35.07459,147.376202
3820,Murrumbidgee,NSW,HAREFIELD,2650,-35.07459,147.376202
3821,Murrumbidgee,NSW,HILLGROVE,2650,-35.07459,147.376202
3822,Murrumbidgee,NSW,KOORINGAL,2650,-35.07459,147.376202
3823,Murrumbidgee,NSW,KYEAMBA,2650,-35.07459,147.376202
3824,Murrumbidgee,NSW,LAKE ALBERT,2650,-35.07459,147.376202
3825,Murrumbidgee,NSW,LLOYD,2650,-35.07459,147.376202
3826,Murrumbidgee,NSW,MAXWELL,2650,-35.07459,147.376202
3827,Murrumbidgee,NSW,MOORONG,2650,-35.07459,147.376202
3828,Murrumbidgee,NSW,MOUNT AUSTIN,2650,-35.07459,147.376202
20608,Murrumbidgee,NSW,NORTH WAGGA WAGGA,2650,-35.09559883,147.3881179
3829,Murrumbidgee,NSW,OBERNE CREEK,2650,-35.07459,147.376202
3830,Murrumbidgee,NSW,OURA,2650,-35.07459,147.376202
3831,Murrumbidgee,NSW,PULLETOP,2650,-35.07459,147.376202
3832,Murrumbidgee,NSW,ROWAN,2650,-35.07459,147.376202
3833,Murrumbidgee,NSW,SAN ISIDORE,2650,-35.07459,147.376202
3834,Murrumbidgee,NSW,SPRINGVALE,2650,-35.07459,147.376202
3835,Murrumbidgee,NSW,TATTON,2650,-35.07459,147.376202
3836,Murrumbidgee,NSW,THE GAP,2650,-35.07459,147.376202
3837,Murrumbidgee,NSW,TOLLAND,2650,-35.07459,147.376202
3838,Murrumbidgee,NSW,TURVEY PARK,2650,-35.07459,147.376202
3839,Murrumbidgee,NSW,WAGGA WAGGA,2650,-35.07459,147.376202
3840,Murrumbidgee,NSW,WAGGA WAGGA BC,2650,-35.07459,147.376202
3841,Murrumbidgee,NSW,WAGGA WAGGA NORTH,2650,-35.07459,147.376202
3842,Murrumbidgee,NSW,WAGGA WAGGA SOUTH,2650,-35.07459,147.376202
3843,Murrumbidgee,NSW,WALLACETOWN,2650,-35.07459,147.376202
3844,Murrumbidgee,NSW,WANTABADGERY,2650,-35.07459,147.376202
3845,Murrumbidgee,NSW,WESTBY,2650,-35.07459,147.376202
3846,Murrumbidgee,NSW,WESTDALE,2650,-35.07459,147.376202
3847,Murrumbidgee,NSW,YARRAGUNDRY,2650,-35.07459,147.376202
3848,Murrumbidgee,NSW,YATHELLA,2650,-35.07459,147.376202
3849,Murrumbidgee,NSW,FOREST HILL,2651,-35.162259,147.463477
3850,Murrumbidgee,NSW,WAGGA WAGGA RAAF,2651,-35.162259,147.463477
3851,Murrumbidgee,NSW,BOORGA,2652,-35.405064,147.64961
3852,Murrumbidgee,NSW,BOREE CREEK,2652,-35.405064,147.64961
20609,Murrumbidgee,NSW,COWABBIE,2652,-34.58479004,146.9538087
3853,Murrumbidgee,NSW,GALORE,2652,-35.405064,147.64961
3854,Murrumbidgee,NSW,GOOLGOWI,2652,-35.405064,147.64961
3855,Murrumbidgee,NSW,GRONG GRONG,2652,-35.405064,147.64961
3856,Murrumbidgee,NSW,GUMLY GUMLY,2652,-35.405064,147.64961
3857,Murrumbidgee,NSW,HUMULA,2652,-35.405064,147.64961
3858,Murrumbidgee,NSW,LADYSMITH,2652,-35.405064,147.64961
20610,Murrumbidgee,NSW,LANDERVALE,2652,-34.53721764,146.7093983
3859,Murrumbidgee,NSW,MANGOPLAH,2652,-35.405064,147.64961
3860,Murrumbidgee,NSW,MARRAR,2652,-35.405064,147.64961
3861,Murrumbidgee,NSW,MATONG,2652,-35.405064,147.64961
3862,Murrumbidgee,NSW,MERRIWAGGA,2652,-35.405064,147.64961
3863,Murrumbidgee,NSW,MURRULEBALE,2652,-35.405064,147.64961
3864,Murrumbidgee,NSW,OBERNE,2652,-35.405064,147.64961
3865,Murrumbidgee,NSW,OLD JUNEE,2652,-35.405064,147.64961
3866,Murrumbidgee,NSW,ROSEWOOD,2652,-35.405064,147.64961
3867,Murrumbidgee,NSW,TABBITA,2652,-35.405064,147.64961
3868,Murrumbidgee,NSW,TARCUTTA,2652,-35.405064,147.64961
3869,Murrumbidgee,NSW,URANQUINTY,2652,-35.405064,147.64961
3870,Murrumbidgee,NSW,BURRA,2653,-35.776209,148.041339
3871,Murrumbidgee,NSW,COURABYRA,2653,-35.776209,148.041339
3872,Murrumbidgee,NSW,GLENROY,2653,-35.776209,148.041339
3873,Murrumbidgee,NSW,MANNUS,2653,-35.776209,148.041339
3874,Murrumbidgee,NSW,MARAGLE,2653,-35.776209,148.041339
3875,Murrumbidgee,NSW,MUNDEROO,2653,-35.776209,148.041339
3876,Murrumbidgee,NSW,PADDYS RIVER,2653,-35.776209,148.041339
3877,Murrumbidgee,NSW,TARADALE,2653,-35.776209,148.041339
3878,Murrumbidgee,NSW,TUMBARUMBA,2653,-35.776209,148.041339
20611,Murrumbidgee,NSW,WESTDALE,2653,-35.56985611,147.8837054
3879,Murrumbidgee,NSW,WILLIGOBUNG,2653,-35.776209,148.041339
3880,Murrumbidgee,NSW,BIRDLIP,2655,-35.225102,147.047366
3881,Murrumbidgee,NSW,FRENCH PARK,2655,-35.225102,147.047366
3882,Murrumbidgee,NSW,KUBURA,2655,-35.225102,147.047366
3883,Murrumbidgee,NSW,THE ROCK,2655,-35.225102,147.047366
3884,Murrumbidgee,NSW,TOOTOOL,2655,-35.225102,147.047366
3885,Murrumbidgee,NSW,BROOKDALE,2656,-35.356021,146.767674
20612,Murrumbidgee,NSW,BROOKONG,2656,-35.30235248,146.5848721
20613,Murrumbidgee,NSW,FARGUNYAH,2656,-35.12355673,146.7447657
3886,Murrumbidgee,NSW,LOCKHART,2656,-35.356021,146.767674
3887,Murrumbidgee,NSW,MILBRULONG,2656,-35.356021,146.767674
3888,Murrumbidgee,NSW,OSBORNE,2656,-35.356021,146.767674
3889,Murrumbidgee,NSW,URANGELINE,2656,-35.356021,146.767674
3890,Murrumbidgee,NSW,URANGELINE EAST,2656,-35.356021,146.767674
3891,Murrumbidgee,NSW,GRUBBEN,2658,-35.535739,146.977849
3892,Murrumbidgee,NSW,HENTY,2658,-35.535739,146.977849
3893,Murrumbidgee,NSW,MUNYABLA,2658,-35.535739,146.977849
3894,Murrumbidgee,NSW,PLEASANT HILLS,2658,-35.535739,146.977849
3895,Murrumbidgee,NSW,RYAN,2658,-35.535739,146.977849
3896,Murrumbidgee,NSW,ALMA PARK,2659,-35.610147,146.767477
3611,Murrumbidgee,NSW,WALLA WALLA,2659,-35.610147,146.767477
3612,Murrumbidgee,NSW,CARNSDALE,2660,-35.699906,147.07831
3613,Murrumbidgee,NSW,CULCAIRN,2660,-35.699906,147.07831
3614,Murrumbidgee,NSW,MORVEN,2660,-35.699906,147.07831
3615,Murrumbidgee,NSW,KAPOOKA,2661,-35.157697,147.277559
3616,Murrumbidgee,NSW,BUNDURE,2663,-34.933478,147.716767
3617,Murrumbidgee,NSW,COOBA,2663,-34.933478,147.716767
3618,Murrumbidgee,NSW,COWABBIE,2663,-34.933478,147.716767
3619,Murrumbidgee,NSW,ERIN VALE,2663,-34.933478,147.716767
3620,Murrumbidgee,NSW,EURONGILLY,2663,-34.933478,147.716767
3621,Murrumbidgee,NSW,JUNEE,2663,-34.933478,147.716767
3622,Murrumbidgee,NSW,LANDERVALE,2663,-34.933478,147.716767
3623,Murrumbidgee,NSW,MARINNA,2663,-34.933478,147.716767
3624,Murrumbidgee,NSW,WANTIOOL,2663,-34.933478,147.716767
3625,Murrumbidgee,NSW,ARDLETHAN,2665,-34.313241,146.841533
3626,Murrumbidgee,NSW,ARIAH PARK,2665,-34.313241,146.841533
3627,Murrumbidgee,NSW,BARELLAN,2665,-34.313241,146.841533
3628,Murrumbidgee,NSW,BECKOM,2665,-34.313241,146.841533
3629,Murrumbidgee,NSW,BECTRIC,2665,-34.313241,146.841533
3630,Murrumbidgee,NSW,BINYA,2665,-34.313241,146.841533
3631,Murrumbidgee,NSW,KAMARAH,2665,-34.313241,146.841533
3632,Murrumbidgee,NSW,MIRROOL,2665,-34.313241,146.841533
3633,Murrumbidgee,NSW,MOOMBOOLDOOL,2665,-34.313241,146.841533
3634,Murrumbidgee,NSW,MOUNT CRYSTAL,2665,-34.313241,146.841533
20614,Murrumbidgee,NSW,QUANDARY,2665,-34.37221928,147.3238472
3635,Murrumbidgee,NSW,TARA,2665,-34.313241,146.841533
3636,Murrumbidgee,NSW,WALLEROOBIE,2665,-34.313241,146.841533
3637,Murrumbidgee,NSW,COMBANING,2666,-34.487779,147.583811
3638,Murrumbidgee,NSW,DIRNASEER,2666,-34.487779,147.583811
3639,Murrumbidgee,NSW,GIDGINBUNG,2666,-34.487779,147.583811
3640,Murrumbidgee,NSW,GROGAN,2666,-34.487779,147.583811
3641,Murrumbidgee,NSW,JUNEE REEFS,2666,-34.487779,147.583811
3642,Murrumbidgee,NSW,MIMOSA,2666,-34.487779,147.583811
3643,Murrumbidgee,NSW,MORANGARELL,2666,-34.487779,147.583811
3644,Murrumbidgee,NSW,NARRABURRA,2666,-34.487779,147.583811
3645,Murrumbidgee,NSW,PUCAWAN,2666,-34.487779,147.583811
3646,Murrumbidgee,NSW,QUANDARY,2666,-34.487779,147.583811
3647,Murrumbidgee,NSW,REEFTON,2666,-34.487779,147.583811
3648,Murrumbidgee,NSW,SEBASTOPOL,2666,-34.487779,147.583811
3649,Murrumbidgee,NSW,SPRINGDALE,2666,-34.487779,147.583811
3650,Murrumbidgee,NSW,TEMORA,2666,-34.487779,147.583811
3651,Murrumbidgee,NSW,TRUNGLEY HALL,2666,-34.487779,147.583811
3652,Murrumbidgee,NSW,BARMEDMAN,2668,-34.121499,147.405434
3653,Murrumbidgee,NSW,BYGALORIE,2669,-33.814887,146.667476
3654,Murrumbidgee,NSW,ERIGOLIA,2669,-33.814887,146.667476
3655,Murrumbidgee,NSW,GIRRAL,2669,-33.814887,146.667476
3656,Murrumbidgee,NSW,GUBBATA,2669,-33.814887,146.667476
3657,Murrumbidgee,NSW,KIKOIRA,2669,-33.814887,146.667476
3658,Murrumbidgee,NSW,MELBERGEN,2669,-33.814887,146.667476
3659,Murrumbidgee,NSW,NARADHAN,2669,-33.814887,146.667476
3660,Murrumbidgee,NSW,NORTH YALGOGRIN,2669,-33.814887,146.667476
3661,Murrumbidgee,NSW,RANKINS SPRINGS,2669,-33.814887,146.667476
3662,Murrumbidgee,NSW,TALLIMBA,2669,-33.814887,146.667476
3663,Murrumbidgee,NSW,TULLIBIGEAL,2669,-33.814887,146.667476
3664,Murrumbidgee,NSW,UNGARIE,2669,-33.814887,146.667476
3665,Murrumbidgee,NSW,WEETHALLE,2669,-33.814887,146.667476
3666,Murrumbidgee,NSW,WEJA,2669,-33.814887,146.667476
3667,Murrumbidgee,NSW,YADDRA,2669,-33.814887,146.667476
3668,Murrumbidgee,NSW,ALLEENA,2671,-33.839275,147.308172
20615,Murrumbidgee,NSW,BACK CREEK,2671,-33.8645322,147.4605249
3669,Murrumbidgee,NSW,BURCHER,2671,-33.839275,147.308172
3670,Murrumbidgee,NSW,LAKE COWAL,2671,-33.839275,147.308172
20616,Murrumbidgee,NSW,NORTH YALGOGRIN,2671,-33.83024143,146.8481059
3671,Murrumbidgee,NSW,WEST WYALONG,2671,-33.839275,147.308172
3672,Murrumbidgee,NSW,WYALONG,2671,-33.839275,147.308172
3673,Murrumbidgee,NSW,BURGOONEY,2672,-33.24358,146.40002
20617,Murrumbidgee,NSW,CURLEW WATERS,2672,-33.26188202,146.4337705
